PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,y
3.2867530876589024,3.1793424478673815,-3.369627818627025,-2.258345789418254,1.2295144058154424,3.933144910809881,-2.546164358052732,1.9119505361246185,-1.3191079011512585,-0.291312177955709,-0.4945094519749532,0.4945687861490146,0.051387261305766666,-1.1221808791079322,-1.4354674101374705,-1.4740611739232266,0.652894741406094,0.22977233890378948,-0.9296167437969345,0.30548195939044726,-0.38982222267882144,0.8191419540842529,-0.31
0.6111007815296098,-3.4560929785983254,1.6626104793769123,-1.2891832710430964,-2.1191657596120095,0.057051871072059786,-0.9697008895595793,1.7356982320541943,-0.44553006330414247,1.975463496554278,-1.5168613402963624,-0.6659035875460824,1.2273941145278635,-0.7811838390002565,0.675815737385039,-0.5354503207024353,0.6021132410588084,-0.8964441283892574,0.6969820586927923,-0.48033341713926797,-0.24477881952963434,-0.5387385325181628,1.22
-2.4591067553304193,1.2917295696975921,-0.9456874387819666,-0.8513670058447738,-0.7009841748217762,0.8225909437890381,-1.0216603834857005,-2.954814577201069,1.5545122412796464,-0.48804905497890705,-0.5374025831739353,-0.15646062498580693,3.43592113460876,1.3538909924864109,0.05496877914818737,0.06510483616943838,-0.34549604302701076,-0.9386310218206884,-0.0328254829359273,1.5639317989467945,-1.0101936494683847,0.4798942863248695,3.43
4.706695473574602,-4.1628840524273825,4.892907344956962,-2.829002719257032,-2.009351970181023,1.3633703913226138,-0.9384880214070195,-0.5837456657907157,1.0146114597862432,1.8683890976510718,0.4529754299528035,-0.1841931915780204,0.6398397041630182,0.7402197572282867,0.045790470084752975,-0.7869118712795395,-0.4885985579683574,-0.8861751912392165,-0.5510273778985485,-0.8719372991043721,-0.678907326358626,-0.21096329846845216,3.61
2.3316146998778686,-0.7618494403491962,-0.9133181730889454,0.57792987606999,1.7561948772702678,1.0418589536866019,0.5258817277992159,2.624703359768603,-1.282386223439898,-1.2003482666287089,0.8145651969006323,0.14986335270753098,-0.9499176128862418,0.5139666969179144,-0.0590107616713758,-0.9238918490719343,0.011076812171907764,-0.6399009425811679,0.1704422044333029,0.6865809769203579,-0.1791107500170571,-0.29878282976742154,-0.44
-3.107966194146952,-4.945847732955326,-0.7726107092165828,-1.8308756187419546,-2.2977958503290288,2.3086225940501914,-0.03754383950759381,-1.461219163221023,-0.9908445482738069,1.2248277482596324,0.11732066113386237,-0.0070156945588333765,1.2151581099522195,0.44920200329861004,-0.40361985924770905,1.0859155974666224,-0.043440245166120876,0.48450231428655594,0.8917560859942043,-0.7293451017192633,-0.4529057942645959,-0.36801077298971485,2.61
0.08722256294949297,3.0512503631731525,-2.9275106794865713,-0.6532365078533862,2.2228172794251657,-2.7718676161757174,-2.1915351742043794,-0.47282015363277324,-0.32075644758191957,-0.03262838034426206,1.1754053053016575,-1.5914032508277736,-0.6010939822832166,-0.9195863849013095,-0.7710702202577938,-0.29209242028312377,-0.9942569850230498,0.6842924384783075,-0.21761842733851092,0.21041375024803283,0.39241215469301055,-0.607618316718738,-1.55
2.237790312700335,-3.1665754681545133,-3.515430871076714,0.17286179230053708,2.7012349736126127,-0.09910402409509195,1.845459810696973,1.0137594132054153,-1.0262811767104123,1.771046570821046,-2.1449658276825536,-0.4808343421920379,-0.704975695020326,0.7308110619078148,-0.40602541816699966,0.47151360511937657,0.0406070327736464,1.1300054719127508,0.5092644235427009,0.49791552644941184,0.24835156845404607,-0.5390165038557742,1.02
-2.467850491690685,1.5433569981484414,-3.9370820694854793,-1.1104127552983813,-0.5665550986970948,0.7987850722811627,1.5282440129538706,-1.8084254404504267,0.8330697934060759,-0.3848440204751544,0.1678211006580776,1.5345061581425106,-0.7510959541567629,-0.27923657006459507,0.5220989875691423,-1.6321755791594235,0.26282394116641206,-0.8453204240629417,-0.48009267368623015,0.16534346663112082,-0.7677979456738944,-0.058588290912697745,1.45
-5.346225531788455,0.8080467369392395,-1.0204649712711595,0.24316137988221043,1.1221536779141834,-0.5073544449228976,0.6396246628079557,0.9665358315217506,-0.4161288886994836,1.0177988556114643,-0.3221415665254125,1.0453631450969025,1.2130492242430277,1.004100332307187,-1.0990707777892526,1.6815987606180636,-0.4176132306952063,-0.4372797543379658,0.8955089415203975,-1.5769745362789303,0.5194267209165087,-1.065182600439151,0.51
